yellow,2,2015-12-01 04:06:31,2015-12-01 04:12:01,1,1.20,-73.987060546875,40.733528137207031,1,N,-73.990638732910156,40.745849609375,2,5.5,0.5,0.5,0,0,0.3,6.8
green,2,2015-12-01 04:06:11,2015-12-01 04:12:05,N,1,-73.901596069335938,40.745822906494141,-73.9259033203125,40.744205474853516,5,1.31,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
yellow,2,2015-12-01 03:54:01,2015-12-01 04:12:08,1,3.86,-73.9989013671875,40.728046417236328,1,N,-73.961196899414063,40.714591979980469,1,16,0.5,0.5,3,0,0.3,20.3
yellow,1,2015-12-01 03:59:50,2015-12-01 04:12:11,2,5.00,-73.973159790039063,40.752723693847656,1,N,-73.952980041503906,40.776679992675781,1,15.5,0.5,0.5,1.2,0,0.3,18
yellow,2,2015-12-01 03:56:07,2015-12-01 04:12:12,1,4.28,-73.985107421875,40.732219696044922,1,N,-73.964607238769531,40.682899475097656,2,15.5,0.5,0.5,0,0,0.3,16.8
yellow,2,2015-12-01 04:04:28,2015-12-01 04:12:12,1,2.41,-73.985801696777344,40.767669677734375,1,N,-73.991317749023437,40.739219665527344,2,9,0.5,0.5,0,0,0.3,10.3
yellow,1,2015-12-01 04:09:53,2015-12-01 04:12:12,1,.40,-73.98834228515625,40.759162902832031,1,N,-73.983901977539062,40.765026092529297,2,4,0.5,0.5,0,0,0.3,5.3
yellow,2,2015-12-01 04:03:31,2015-12-01 04:12:13,1,2.76,-73.980873107910156,40.759120941162109,1,N,-73.970558166503906,40.793830871582031,1,10.5,0.5,0.5,3.54,0,0.3,15.34
green,2,2015-12-01 04:05:49,2015-12-01 04:12:15,N,1,-73.83038330078125,40.759422302246094,-73.81097412109375,40.750381469726563,1,1.45,7,0.5,0.5,0,0,,0.3,8.3,1,1
yellow,2,2015-12-01 04:08:39,2015-12-01 04:12:18,1,.61,-73.994163513183594,40.751216888427734,1,N,-73.988456726074219,40.758941650390625,2,4.5,0,0.5,0,0,0.3,5.3
yellow,1,2015-12-01 03:48:02,2015-12-01 04:12:19,1,5.60,-74.003570556640625,40.741851806640625,1,N,-73.953239440917969,40.688976287841797,1,20.5,0.5,0.5,5.45,0,0.3,27.25
yellow,1,2015-12-01 04:07:15,2015-12-01 04:12:21,1,1.30,-73.978263854980469,40.745697021484375,1,N,-73.980491638183594,40.730415344238281,1,6.5,0.5,0.5,2.3,0,0.3,10.1
yellow,1,2015-12-01 03:51:29,2015-12-01 04:12:23,1,11.80,-73.781997680664063,40.644668579101563,1,N,-73.876914978027344,40.750892639160156,1,33,0.5,0.5,8.55,0,0.3,42.85
yellow,1,2015-12-01 03:52:02,2015-12-01 04:12:25,1,10.30,-73.981880187988281,40.732456207275391,1,N,-73.855552673339844,40.74444580078125,1,30,0.5,0.5,1,0,0.3,32.3
yellow,2,2015-12-01 03:59:20,2015-12-01 04:12:26,1,6.86,-73.961502075195313,40.760341644287109,1,N,-74.015151977539062,40.708541870117188,1,20,0.5,0.5,2,0,0.3,23.3
yellow,2,2015-12-01 03:52:24,2015-12-01 04:12:27,3,5.99,-73.98565673828125,40.746681213378906,1,N,-73.958930969238281,40.692489624023438,1,20,0.5,0.5,2,0,0.3,23.3
yellow,1,2015-12-01 04:03:03,2015-12-01 04:12:28,1,2.80,-73.988037109375,40.728012084960938,1,N,-73.95648193359375,40.713294982910156,1,11,0.5,0.5,2.45,0,0.3,14.75
yellow,2,2015-12-01 03:51:29,2015-12-01 04:12:34,1,11.37,-73.877975463867188,40.756271362304688,1,N,-73.7764892578125,40.645095825195313,2,32.5,0.5,0.5,0,0,0.3,33.8
yellow,1,2015-12-01 04:01:55,2015-12-01 04:12:35,6,2.20,-73.99530029296875,40.759452819824219,1,Y,-74.0006103515625,40.744525909423828,1,10,0.5,0.5,2.26,0,0.3,13.56
yellow,1,2015-12-01 04:00:04,2015-12-01 04:12:38,2,3.20,-74.009910583496094,40.71429443359375,1,N,-73.9840087890625,40.686656951904297,3,12.5,0.5,0.5,0,0,0.3,13.8
green,2,2015-12-01 04:06:31,2015-12-01 04:12:40,N,1,-73.891067504882813,40.746860504150391,-73.921516418457031,40.743137359619141,2,1.68,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
green,2,2015-12-01 04:12:28,2015-12-01 04:12:41,N,1,-73.949119567871094,40.634300231933594,-73.950927734375,40.636005401611328,1,.00,2.5,0.5,0.5,0,0,,0.3,3.8,2,1
green,2,2015-12-01 04:12:28,2015-12-01 04:12:41,N,1,-73.949119567871094,40.634300231933594,-73.950927734375,40.636005401611328,1,.00,-2.5,-0.5,-0.5,0,0,,-0.3,-3.8,4,1
yellow,1,2015-12-01 04:03:25,2015-12-01 04:12:44,1,2.20,-73.99517822265625,40.733863830566406,1,N,-74.002952575683594,40.751384735107422,2,9.5,0.5,0.5,0,0,0.3,10.8
green,1,2015-12-01 04:08:46,2015-12-01 04:12:47,N,1,-73.943168640136719,40.826450347900391,-73.943649291992188,40.83441162109375,1,.70,5,0.5,0.5,0,0,,0.3,6.3,3,1
yellow,2,2015-12-01 03:50:44,2015-12-01 04:12:48,1,6.34,-74.002952575683594,40.733440399169922,1,N,-73.95330810546875,40.658378601074219,2,22.5,0.5,0.5,0,0,0.3,23.8
green,2,2015-12-01 04:10:40,2015-12-01 04:12:49,N,1,-73.867843627929688,40.744571685791016,-73.858757019042969,40.748359680175781,1,.60,4,0.5,0.5,0,0,,0.3,5.3,2,1
yellow,2,2015-12-01 03:57:05,2015-12-01 04:12:52,1,5.79,-73.989608764648437,40.729835510253906,1,N,-73.921745300292969,40.762371063232422,1,18,0.5,0.5,3.86,0,0.3,23.16
yellow,2,2015-12-01 03:57:14,2015-12-01 04:12:52,1,3.39,-74.006553649902344,40.743995666503906,1,N,-73.965927124023438,40.760349273681641,2,13.5,0.5,0.5,0,0,0.3,14.8
green,1,2015-12-01 03:51:59,2015-12-01 04:12:52,N,1,-73.914031982421875,40.765064239501953,-73.818290710449219,40.707992553710937,1,8.70,27.5,0.5,0.5,0,0,,0.3,28.8,2,1
yellow,2,2015-12-01 03:51:21,2015-12-01 04:12:53,1,5.82,-73.97833251953125,40.684280395507812,1,N,-73.924789428710938,40.614589691162109,1,21,0.5,0.5,0,0,0.3,22.3
