yellow,1,2015-12-01 17:31:17,2015-12-01 17:43:00,1,1.20,-73.997604370117187,40.736667633056641,1,N,-73.980636596679688,40.738559722900391,2,9,1,0.5,0,0,0.3,10.8
yellow,1,2015-12-01 17:34:14,2015-12-01 17:43:00,1,1.00,-73.991630554199219,40.735095977783203,1,N,-73.978630065917969,40.737037658691406,2,7.5,1,0.5,0,0,0.3,9.3
yellow,1,2015-12-01 17:34:22,2015-12-01 17:43:00,1,.90,-73.959823608398438,40.758350372314453,1,N,-73.96514892578125,40.766460418701172,2,7,1,0.5,0,0,0.3,8.8
yellow,1,2015-12-01 17:06:35,2015-12-01 17:43:00,1,7.80,-73.870864868164062,40.773700714111328,1,N,-73.954513549804687,40.789047241210937,2,29,1,0.5,0,5.54,0.3,36.34
yellow,2,2015-12-01 17:38:23,2015-12-01 17:43:00,1,.61,-73.98883056640625,40.774929046630859,1,N,-73.991462707519531,40.767799377441406,1,5,1,0.5,1.36,0,0.3,8.16
yellow,1,2015-12-01 17:31:53,2015-12-01 17:43:01,1,.60,-73.968429565429687,40.765071868896484,1,N,-73.958984375,40.760810852050781,1,8,1,0.5,2.45,0,0.3,12.25
yellow,2,2015-12-01 17:17:10,2015-12-01 17:43:01,2,2.29,-73.985801696777344,40.741588592529297,1,N,-73.99072265625,40.765186309814453,1,16.5,1,0.5,3.66,0,0.3,21.96
yellow,1,2015-12-01 17:25:45,2015-12-01 17:43:01,1,1.70,-73.975318908691406,40.754741668701172,1,N,-73.95684814453125,40.770206451416016,1,12,1,0.5,2,0,0.3,15.8
yellow,2,2015-12-01 17:26:46,2015-12-01 17:43:01,1,2.37,-73.968681335449219,40.764961242675781,1,N,-73.973396301269531,40.790096282958984,1,12.5,1,0.5,1,0,0.3,15.3
yellow,2,2015-12-01 17:24:39,2015-12-01 17:43:01,2,2.98,-73.945152282714844,40.786930084228516,1,N,-73.983428955078125,40.779209136962891,1,13.5,1,0.5,4.59,0,0.3,19.89
yellow,1,2015-12-01 17:20:45,2015-12-01 17:43:01,1,3.20,-74.007667541503906,40.740703582763672,1,N,-73.991264343261719,40.72760009765625,1,16,1,0.5,3.55,0,0.3,21.35
yellow,2,2015-12-01 17:36:59,2015-12-01 17:43:01,2,1.03,-73.961441040039063,40.796230316162109,1,N,-73.951019287109375,40.794601440429688,2,6,1,0.5,0,0,0.3,7.8
yellow,1,2015-12-01 17:42:51,2015-12-01 17:43:01,1,.00,0,0,3,N,0,0,3,20,0,0,0,0,0.3,20.3
green,2,2015-12-01 16:31:17,2015-12-01 17:43:01,N,1,-73.770477294921875,40.745357513427734,-73.966941833496094,40.684017181396484,5,13.17,50.5,1,0.5,10.46,0,,0.3,62.76,1,1
yellow,2,2015-12-01 17:31:01,2015-12-01 17:43:02,5,1.57,-73.979454040527344,40.787017822265625,1,N,-73.957809448242188,40.779510498046875,1,9.5,1,0.5,1.5,0,0.3,12.8
yellow,2,2015-12-01 17:17:15,2015-12-01 17:43:02,5,1.75,-73.97674560546875,40.751064300537109,1,N,-73.977081298828125,40.7662353515625,1,16,1,0.5,3.56,0,0.3,21.36
yellow,2,2015-12-01 17:22:25,2015-12-01 17:43:02,1,2.64,-73.951202392578125,40.770500183105469,1,N,-73.961563110351562,40.796260833740234,1,14.5,1,0.5,3.26,0,0.3,19.56
yellow,2,2015-12-01 17:23:03,2015-12-01 17:43:02,1,2.90,-73.974700927734375,40.7542724609375,1,N,-74.007461547851563,40.732990264892578,1,14.5,1,0.5,4.08,0,0.3,20.38
yellow,2,2015-12-01 17:39:47,2015-12-01 17:43:02,1,.49,-73.983230590820313,40.750289916992188,1,N,-73.98779296875,40.744121551513672,1,4,1,0.5,1,0,0.3,6.8
yellow,2,2015-12-01 17:37:15,2015-12-01 17:43:03,6,1.37,-73.966377258300781,40.757938385009766,1,N,-73.979011535644531,40.740688323974609,1,6.5,1,0.5,1.66,0,0.3,9.96
yellow,1,2015-12-01 17:38:53,2015-12-01 17:43:03,1,1.00,-74.000053405761719,40.725482940673828,1,N,-73.998710632324219,40.737239837646484,1,5.5,1,0.5,1,0,0.3,8.3
yellow,2,2015-12-01 17:39:48,2015-12-01 17:43:03,3,.70,-73.955978393554688,40.771900177001953,1,N,-73.949111938476563,40.777088165283203,1,4.5,1,0.5,1.5,0,0.3,7.8
green,2,2015-12-01 17:28:50,2015-12-01 17:43:03,N,1,-73.953338623046875,40.788455963134766,-73.960807800292969,40.766525268554688,1,1.89,11,1,0.5,3.2,0,,0.3,16,1,1
green,2,2015-12-01 17:38:35,2015-12-01 17:43:03,N,1,-73.954444885253906,40.790603637695313,-73.957191467285156,40.780147552490234,1,.88,5.5,1,0.5,0,0,,0.3,7.3,2,1
