yellow,1,2015-12-01 15:06:11,2015-12-01 16:21:00,2,18.50,0,0,2,N,0,0,1,52,0,0.5,10,5.54,0.3,68.34
yellow,1,2015-12-01 15:34:38,2015-12-01 16:21:00,2,10.20,-73.96905517578125,40.764297485351562,1,N,-73.864555358886719,40.770099639892578,1,36.5,0,0.5,6,5.54,0.3,48.84
yellow,2,2015-12-01 15:39:04,2015-12-01 16:21:00,1,9.97,-73.872940063476563,40.774120330810547,1,N,-74.001556396484375,40.719139099121094,2,34,0,0.5,0,0,0.3,34.8
yellow,2,2015-12-01 15:43:57,2015-12-01 16:21:00,1,10.80,-73.982421875,40.756961822509766,1,N,-73.871040344238281,40.774009704589844,1,33,0,0.5,7.87,5.54,0.3,47.21
yellow,2,2015-12-01 15:56:17,2015-12-01 16:21:00,2,1.70,-73.9793701171875,40.765628814697266,1,N,-73.993362426757813,40.752651214599609,2,15,1,0.5,0,0,0.3,16.8
yellow,1,2015-12-01 16:04:29,2015-12-01 16:21:00,1,.60,-73.981903076171875,40.766098022460937,1,N,-73.981483459472656,40.758861541748047,1,11,1,0.5,2.55,0,0.3,15.35
yellow,1,2015-12-01 16:04:36,2015-12-01 16:21:00,1,1.90,-73.962181091308594,40.7791748046875,1,N,-73.960945129394531,40.797534942626953,2,11.5,1,0.5,0,0,0.3,13.3
yellow,2,2015-12-01 16:02:05,2015-12-01 16:21:00,1,.57,-73.971977233886719,40.746059417724609,1,N,-73.979789733886719,40.749019622802734,2,12,1,0.5,0,0,0.3,13.8
yellow,2,2015-12-01 16:11:38,2015-12-01 16:21:00,1,1.02,-73.961830139160156,40.773090362548828,1,N,-73.955268859863281,40.785118103027344,1,7.5,1,0.5,2,0,0.3,11.3
yellow,2,2015-12-01 15:31:19,2015-12-01 16:21:01,5,11.63,-74.007377624511719,40.711669921875,1,N,-73.872970581054687,40.774311065673828,1,37,0,0.5,7.56,0,0.3,45.36
yellow,2,2015-12-01 15:50:59,2015-12-01 16:21:01,1,1.52,-73.981124877929688,40.753631591796875,1,N,-73.973426818847656,40.762271881103516,1,17,0,0.5,3.56,0,0.3,21.36
yellow,1,2015-12-01 16:03:25,2015-12-01 16:21:01,2,1.60,-73.951454162597656,40.769596099853516,1,N,-73.972801208496094,40.763961791992188,1,11.5,0,0.5,1.22,0,0.3,13.52
yellow,1,2015-12-01 16:04:04,2015-12-01 16:21:01,1,.90,-73.982177734375,40.745681762695313,1,N,-73.990455627441406,40.748668670654297,1,11,1,0.5,2.55,0,0.3,15.35
yellow,1,2015-12-01 16:13:27,2015-12-01 16:21:01,1,.80,-73.994132995605469,40.726482391357422,1,N,-73.9923095703125,40.733039855957031,1,6.5,1,0.5,1,0,0.3,9.3
yellow,2,2015-12-01 16:13:03,2015-12-01 16:21:01,1,.84,-73.97540283203125,40.782051086425781,1,N,-73.979057312011719,40.772052764892578,1,6.5,1,0.5,1.66,0,0.3,9.96
green,1,2015-12-01 16:19:10,2015-12-01 16:21:01,N,1,-73.924453735351562,40.761592864990234,-73.92803955078125,40.763275146484375,1,.20,3,1,0.5,0,0,,0.3,4.8,2,1
green,1,2015-12-01 16:07:43,2015-12-01 16:21:01,N,1,-73.941810607910156,40.838558197021484,-73.958045959472656,40.8131103515625,1,2.10,11,1,0.5,1.3,0,,0.3,14.1,1,1
yellow,2,2015-12-01 15:52:19,2015-12-01 16:21:02,2,2.24,-73.965446472167969,40.765907287597656,1,N,-73.991233825683594,40.750331878662109,1,17.5,0,0.5,3.66,0,0.3,21.96
yellow,2,2015-12-01 15:59:32,2015-12-01 16:21:02,2,1.72,-73.987457275390625,40.744590759277344,1,N,-73.977218627929688,40.764110565185547,2,13.5,0,0.5,0,0,0.3,14.3
