yellow,1,2015-12-01 23:21:19,2015-12-01 23:55:00,1,8.90,-73.972496032714844,40.760845184326172,1,N,-73.932540893554688,40.682243347167969,2,30.5,0.5,0.5,0,0,0.3,31.8
yellow,2,2015-12-01 23:32:54,2015-12-01 23:55:00,1,4.60,-73.995750427246094,40.724498748779297,1,N,-73.989181518554688,40.774333953857422,1,18,0.5,0.5,3,0,0.3,22.3
yellow,1,2015-12-01 23:46:04,2015-12-01 23:55:00,1,1.70,-73.987884521484375,40.755451202392578,1,N,-73.967201232910156,40.756805419921875,1,8,0.5,0.5,1.85,0,0.3,11.15
yellow,1,2015-12-01 23:47:22,2015-12-01 23:55:00,1,2.20,-73.995002746582031,40.750007629394531,1,N,-73.988563537597656,40.774936676025391,2,8.5,0.5,0.5,0,0,0.3,9.8
yellow,2,2015-12-01 23:33:45,2015-12-01 23:55:01,2,5.47,-73.971290588378906,40.758121490478516,1,N,-73.979011535644531,40.687461853027344,1,20,0.5,0.5,5.32,0,0.3,26.62
yellow,1,2015-12-01 23:39:02,2015-12-01 23:55:01,1,4.20,-73.955856323242188,40.719589233398438,1,N,-73.92449951171875,40.761520385742187,1,15.5,0.5,0.5,3.35,0,0.3,20.15
yellow,1,2015-12-01 23:41:05,2015-12-01 23:55:01,2,4.40,-73.989540100097656,40.673187255859375,1,N,-73.951904296875,40.714027404785156,1,15.5,0.5,0.5,3.35,0,0.3,20.15
yellow,1,2015-12-01 23:41:23,2015-12-01 23:55:01,1,3.50,-73.986030578613281,40.761192321777344,1,N,-73.984367370605469,40.727249145507812,1,12.5,0.5,0.5,1.5,0,0.3,15.3
yellow,2,2015-12-01 23:46:07,2015-12-01 23:55:01,1,2.40,-73.987533569335938,40.760311126708984,1,N,-73.957061767578125,40.768360137939453,1,9.5,0.5,0.5,2.16,0,0.3,12.96
yellow,2,2015-12-01 23:48:44,2015-12-01 23:55:01,2,1.37,-73.990470886230469,40.744556427001953,1,N,-74.000503540039063,40.730640411376953,1,6.5,0.5,0.5,1.95,0,0.3,9.75
yellow,2,2015-12-01 23:52:33,2015-12-01 23:55:01,6,.48,-73.982200622558594,40.767471313476563,1,N,-73.974784851074219,40.763961791992188,2,4,0.5,0.5,0,0,0.3,5.3
green,2,2015-12-01 23:24:49,2015-12-01 23:55:01,N,1,-73.951171875,40.791286468505859,-73.803749084472656,40.705593109130859,1,15.41,43.5,0.5,0.5,9,0,,0.3,53.8,1,1
yellow,2,2015-12-01 23:41:37,2015-12-01 23:55:02,1,3.04,-73.98724365234375,40.761150360107422,1,N,-73.954887390136719,40.784469604492188,1,12.5,0.5,0.5,2.76,0,0.3,16.56
yellow,2,2015-12-01 23:44:07,2015-12-01 23:55:02,1,2.71,-73.979110717773437,40.772068023681641,1,N,-73.981040954589844,40.743667602539063,1,10.5,0.5,0.5,1,0,0.3,12.8
yellow,2,2015-12-01 23:45:47,2015-12-01 23:55:02,4,2.40,-73.971786499023438,40.794521331787109,1,N,-73.950851440429688,40.822479248046875,1,10.5,0.5,0.5,2.36,0,0.3,14.16
yellow,2,2015-12-01 23:47:22,2015-12-01 23:55:02,1,2.06,-73.973709106445313,40.764019012451172,1,N,-73.952560424804688,40.781608581542969,1,8.5,0.5,0.5,2.45,0,0.3,12.25
yellow,1,2015-12-01 23:21:27,2015-12-01 23:55:03,2,10.10,-73.871116638183594,40.773727416992187,1,N,-73.98065185546875,40.784931182861328,2,34,0.5,0.5,0,5.54,0.3,40.84
yellow,2,2015-12-01 23:44:02,2015-12-01 23:55:03,6,2.48,-73.97412109375,40.757511138916016,1,N,-74.0006103515625,40.736438751220703,1,10.5,0.5,0.5,2.36,0,0.3,14.16
yellow,2,2015-12-01 23:44:48,2015-12-01 23:55:03,1,1.95,-73.98974609375,40.757442474365234,1,N,-73.989410400390625,40.736152648925781,1,9,0.5,0.5,2.06,0,0.3,12.36
yellow,1,2015-12-01 23:53:12,2015-12-01 23:55:03,1,.40,-74.006187438964844,40.706863403320313,1,N,-74.010948181152344,40.703388214111328,2,3.5,0.5,0.5,0,0,0.3,4.8
green,2,2015-12-01 23:51:22,2015-12-01 23:55:03,N,1,-73.944770812988281,40.808570861816406,-73.953147888183594,40.807060241699219,1,.61,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
green,2,2015-12-01 23:46:08,2015-12-01 23:55:03,N,1,-73.976722717285156,40.682979583740234,-73.996383666992188,40.710163116455078,5,3.14,11,0.5,0.5,2.46,0,,0.3,14.76,1,1
yellow,1,2015-12-01 23:31:50,2015-12-01 23:55:04,1,6.40,-73.983894348144531,40.754646301269531,1,N,-73.95172119140625,40.715259552001953,1,23,0.5,0.5,4.85,0,0.3,29.15
yellow,1,2015-12-01 23:46:24,2015-12-01 23:55:04,1,1.90,0,0,1,N,-73.994056701660156,40.743453979492187,1,8.5,0.5,0.5,1.95,0,0.3,11.75
